,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
43,0.467,0.486,5,-11.356,1,0.0383,0.549,0.0437,0.0571,0.573,119.29,audio_features,1YrUpPOXsMiJzXHCxoBzXX,spotify:track:1YrUpPOXsMiJzXHCxoBzXX,https://api.spotify.com/v1/tracks/1YrUpPOXsMiJzXHCxoBzXX,https://api.spotify.com/v1/audio-analysis/1YrUpPOXsMiJzXHCxoBzXX,372653,4
44,0.408,0.436,0,-7.712,1,0.0345,0.805,1.72e-06,0.305,0.474,175.024,audio_features,2AvMA7gOOhQpDDUjBs89ap,spotify:track:2AvMA7gOOhQpDDUjBs89ap,https://api.spotify.com/v1/tracks/2AvMA7gOOhQpDDUjBs89ap,https://api.spotify.com/v1/audio-analysis/2AvMA7gOOhQpDDUjBs89ap,284707,3
45,0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,audio_features,0B5kY9i9bmP7554oU4jRoO,spotify:track:0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO,245413,4
46,0.472,0.526,0,-9.505,1,0.0309,0.00291,0.000173,0.181,0.771,119.44,audio_features,41TqRBgF4Ahyr4vGmZVk8b,spotify:track:41TqRBgF4Ahyr4vGmZVk8b,https://api.spotify.com/v1/tracks/41TqRBgF4Ahyr4vGmZVk8b,https://api.spotify.com/v1/audio-analysis/41TqRBgF4Ahyr4vGmZVk8b,173987,4
47,0.53,0.647,0,-11.221,1,0.0327,0.00223,0.485,0.454,0.726,154.818,audio_features,78ocJAEFOYKVjYgXZ8fggD,spotify:track:78ocJAEFOYKVjYgXZ8fggD,https://api.spotify.com/v1/tracks/78ocJAEFOYKVjYgXZ8fggD,https://api.spotify.com/v1/audio-analysis/78ocJAEFOYKVjYgXZ8fggD,235933,4
48,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,audio_features,4ePP9So5xRzspjLFVVbj90,spotify:track:4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/tracks/4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/audio-analysis/4ePP9So5xRzspjLFVVbj90,256733,4
49,0.619,0.677,11,-11.728,0,0.0746,0.624,6.46e-05,0.0589,0.571,177.873,audio_features,6hHUiDe461VUoTHnsplRYs,spotify:track:6hHUiDe461VUoTHnsplRYs,https://api.spotify.com/v1/tracks/6hHUiDe461VUoTHnsplRYs,https://api.spotify.com/v1/audio-analysis/6hHUiDe461VUoTHnsplRYs,296360,4
50,0.735,0.857,9,-8.592,1,0.0728,0.00493,2.92e-05,0.251,0.662,99.029,audio_features,3jxxYgf0lK155eeuSO5sH1,spotify:track:3jxxYgf0lK155eeuSO5sH1,https://api.spotify.com/v1/tracks/3jxxYgf0lK155eeuSO5sH1,https://api.spotify.com/v1/audio-analysis/3jxxYgf0lK155eeuSO5sH1,195107,4
51,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,audio_features,3UBItNVbFQiVC5hBQlBvnr,spotify:track:3UBItNVbFQiVC5hBQlBvnr,https://api.spotify.com/v1/tracks/3UBItNVbFQiVC5hBQlBvnr,https://api.spotify.com/v1/audio-analysis/3UBItNVbFQiVC5hBQlBvnr,259893,4
52,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,audio_features,7GK2KVYH8FrTC9zehmjVMd,spotify:track:7GK2KVYH8FrTC9zehmjVMd,https://api.spotify.com/v1/tracks/7GK2KVYH8FrTC9zehmjVMd,https://api.spotify.com/v1/audio-analysis/7GK2KVYH8FrTC9zehmjVMd,491933,4
53,0.686,0.609,10,-11.469,0,0.0444,0.258,0.00015,0.113,0.719,127.736,audio_features,1QbQL5m30YNvukitIqAnFG,spotify:track:1QbQL5m30YNvukitIqAnFG,https://api.spotify.com/v1/tracks/1QbQL5m30YNvukitIqAnFG,https://api.spotify.com/v1/audio-analysis/1QbQL5m30YNvukitIqAnFG,320528,4
54,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813,audio_features,6Ro2z4RtAUew9Kz2HZWZUi,spotify:track:6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/tracks/6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/audio-analysis/6Ro2z4RtAUew9Kz2HZWZUi,284907,3
55,0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,audio_features,5mkGfmJGFZpwK9nA5amOhv,spotify:track:5mkGfmJGFZpwK9nA5amOhv,https://api.spotify.com/v1/tracks/5mkGfmJGFZpwK9nA5amOhv,https://api.spotify.com/v1/audio-analysis/5mkGfmJGFZpwK9nA5amOhv,173493,4
56,0.728,0.784,11,-11.776,1,0.0379,0.0449,0.0918,0.0964,0.964,129.981,audio_features,59VRFpPnC8pOhIH2WCWXF9,spotify:track:59VRFpPnC8pOhIH2WCWXF9,https://api.spotify.com/v1/tracks/59VRFpPnC8pOhIH2WCWXF9,https://api.spotify.com/v1/audio-analysis/59VRFpPnC8pOhIH2WCWXF9,247406,4
57,0.613,0.307,2,-17.385,1,0.0414,0.387,4.52e-06,0.087,0.789,117.305,audio_features,1Zi2ezNOqt9y9irC11xYpN,spotify:track:1Zi2ezNOqt9y9irC11xYpN,https://api.spotify.com/v1/tracks/1Zi2ezNOqt9y9irC11xYpN,https://api.spotify.com/v1/audio-analysis/1Zi2ezNOqt9y9irC11xYpN,215827,4
58,0.682,0.925,5,-5.896,0,0.121,0.315,0.000718,0.702,0.611,136.27,audio_features,5g6nzsOxwxdoj6sqAl0NXB,spotify:track:5g6nzsOxwxdoj6sqAl0NXB,https://api.spotify.com/v1/tracks/5g6nzsOxwxdoj6sqAl0NXB,https://api.spotify.com/v1/audio-analysis/5g6nzsOxwxdoj6sqAl0NXB,211013,4
59,0.681,0.163,11,-22.597,1,0.165,0.881,7.62e-05,0.0688,0.771,69.283,audio_features,5YbgcwHjQhdT1BYQ4rxWlD,spotify:track:5YbgcwHjQhdT1BYQ4rxWlD,https://api.spotify.com/v1/tracks/5YbgcwHjQhdT1BYQ4rxWlD,https://api.spotify.com/v1/audio-analysis/5YbgcwHjQhdT1BYQ4rxWlD,292400,4
60,0.663,0.477,1,-8.839,1,0.0414,0.644,0.0,0.122,0.643,143.173,audio_features,2epbL7s3RFV81K5UhTgZje,spotify:track:2epbL7s3RFV81K5UhTgZje,https://api.spotify.com/v1/tracks/2epbL7s3RFV81K5UhTgZje,https://api.spotify.com/v1/audio-analysis/2epbL7s3RFV81K5UhTgZje,191027,4
61,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,audio_features,4c6vZqYHFur11FbWATIJ9P,spotify:track:4c6vZqYHFur11FbWATIJ9P,https://api.spotify.com/v1/tracks/4c6vZqYHFur11FbWATIJ9P,https://api.spotify.com/v1/audio-analysis/4c6vZqYHFur11FbWATIJ9P,162187,4
62,0.568,0.707,3,-5.672,1,0.0582,0.0608,0.0,0.0673,0.663,171.968,audio_features,4WEaJQLlhlkOU7YJDLhn7x,spotify:track:4WEaJQLlhlkOU7YJDLhn7x,https://api.spotify.com/v1/tracks/4WEaJQLlhlkOU7YJDLhn7x,https://api.spotify.com/v1/audio-analysis/4WEaJQLlhlkOU7YJDLhn7x,236067,4
63,0.503,0.803,0,-9.701,1,0.0485,0.01,0.0648,0.292,0.941,179.007,audio_features,30cHDhxUqgnHq78hv5UjMx,spotify:track:30cHDhxUqgnHq78hv5UjMx,https://api.spotify.com/v1/tracks/30cHDhxUqgnHq78hv5UjMx,https://api.spotify.com/v1/audio-analysis/30cHDhxUqgnHq78hv5UjMx,225187,4
64,0.72,0.521,7,-12.468,1,0.0302,0.705,0.36,0.214,0.823,106.055,audio_features,0IWtEFQBwRHaMXZQtGEVcM,spotify:track:0IWtEFQBwRHaMXZQtGEVcM,https://api.spotify.com/v1/tracks/0IWtEFQBwRHaMXZQtGEVcM,https://api.spotify.com/v1/audio-analysis/0IWtEFQBwRHaMXZQtGEVcM,287933,4
65,0.865,0.614,6,-9.983,0,0.0347,0.877,0.818,0.0817,0.862,100.436,audio_features,5mBHcJ6yNXyYGLosWkuGqv,spotify:track:5mBHcJ6yNXyYGLosWkuGqv,https://api.spotify.com/v1/tracks/5mBHcJ6yNXyYGLosWkuGqv,https://api.spotify.com/v1/audio-analysis/5mBHcJ6yNXyYGLosWkuGqv,289613,4
66,0.65,0.562,7,-5.965,1,0.0345,0.0623,3.08e-05,0.076,0.88,123.674,audio_features,53xKlevoXT2OIdDQx3KDl1,spotify:track:53xKlevoXT2OIdDQx3KDl1,https://api.spotify.com/v1/tracks/53xKlevoXT2OIdDQx3KDl1,https://api.spotify.com/v1/audio-analysis/53xKlevoXT2OIdDQx3KDl1,176867,4
67,0.525,0.882,5,-4.479,1,0.0467,0.0252,0.0,0.101,0.623,101.674,audio_features,4UB3TaEGEY9WoOpxYNMgy4,spotify:track:4UB3TaEGEY9WoOpxYNMgy4,https://api.spotify.com/v1/tracks/4UB3TaEGEY9WoOpxYNMgy4,https://api.spotify.com/v1/audio-analysis/4UB3TaEGEY9WoOpxYNMgy4,164867,4
