,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
50,0.69,0.82,2,-8.74,1,0.0367,0.358,2.28e-05,0.0671,0.827,103.994,audio_features,5QbZ2liHjmV27XMmRoEquv,spotify:track:5QbZ2liHjmV27XMmRoEquv,https://api.spotify.com/v1/tracks/5QbZ2liHjmV27XMmRoEquv,https://api.spotify.com/v1/audio-analysis/5QbZ2liHjmV27XMmRoEquv,197619,4
51,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,audio_features,49X0LAl6faAusYq02PRAY6,spotify:track:49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,307154,4
52,0.67,0.955,1,-4.979,1,0.0858,0.289,0.0,0.124,0.857,122.975,audio_features,0DaOFUhUEc416QdUaW9paE,spotify:track:0DaOFUhUEc416QdUaW9paE,https://api.spotify.com/v1/tracks/0DaOFUhUEc416QdUaW9paE,https://api.spotify.com/v1/audio-analysis/0DaOFUhUEc416QdUaW9paE,224600,4
53,0.86,0.743,6,-8.246,1,0.0395,0.278,0.0,0.0829,0.752,125.022,audio_features,4Nlk5V6OhZRXHhtNUt1Rx6,spotify:track:4Nlk5V6OhZRXHhtNUt1Rx6,https://api.spotify.com/v1/tracks/4Nlk5V6OhZRXHhtNUt1Rx6,https://api.spotify.com/v1/audio-analysis/4Nlk5V6OhZRXHhtNUt1Rx6,208853,4
54,0.666,0.991,1,-1.475,1,0.0362,0.0431,0.408,0.102,0.789,124.988,audio_features,02euiEKGAw6hHHrSoX6uaw,spotify:track:02euiEKGAw6hHHrSoX6uaw,https://api.spotify.com/v1/tracks/02euiEKGAw6hHHrSoX6uaw,https://api.spotify.com/v1/audio-analysis/02euiEKGAw6hHHrSoX6uaw,230653,4
55,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,audio_features,3BsaRV5QIulYz2lV9WWa8T,spotify:track:3BsaRV5QIulYz2lV9WWa8T,https://api.spotify.com/v1/tracks/3BsaRV5QIulYz2lV9WWa8T,https://api.spotify.com/v1/audio-analysis/3BsaRV5QIulYz2lV9WWa8T,234960,4
56,0.755,0.545,9,-10.027,0,0.0646,0.944,0.000118,0.144,0.964,149.807,audio_features,00SmB7n85SKROGjybsyq5i,spotify:track:00SmB7n85SKROGjybsyq5i,https://api.spotify.com/v1/tracks/00SmB7n85SKROGjybsyq5i,https://api.spotify.com/v1/audio-analysis/00SmB7n85SKROGjybsyq5i,158427,4
57,0.555,0.847,4,-6.141,0,0.201,0.0206,0.0,0.161,0.401,179.94,audio_features,2yrKB2EshkmDvO8zoA6GvS,spotify:track:2yrKB2EshkmDvO8zoA6GvS,https://api.spotify.com/v1/tracks/2yrKB2EshkmDvO8zoA6GvS,https://api.spotify.com/v1/audio-analysis/2yrKB2EshkmDvO8zoA6GvS,188560,4
58,0.655,0.79,0,-8.928,1,0.0308,0.101,0.000155,0.36,0.858,118.979,audio_features,5lQfI9cYzezWGvqwrWkzqh,spotify:track:5lQfI9cYzezWGvqwrWkzqh,https://api.spotify.com/v1/tracks/5lQfI9cYzezWGvqwrWkzqh,https://api.spotify.com/v1/audio-analysis/5lQfI9cYzezWGvqwrWkzqh,234827,4
59,0.627,0.908,6,-5.369,0,0.0401,0.0454,0.0,0.329,0.781,134.985,audio_features,5g3rL93FXCoTZwP2zr9RE5,spotify:track:5g3rL93FXCoTZwP2zr9RE5,https://api.spotify.com/v1/tracks/5g3rL93FXCoTZwP2zr9RE5,https://api.spotify.com/v1/audio-analysis/5g3rL93FXCoTZwP2zr9RE5,220707,4
